,0,3,2,2,1,2,1,2,2,5,3,3,1,-1,2,4,8,10,4,1,2,2,3,2,-1,4,5,2,2,
Category,Unexcused Absences,Alumni Tailgate,Assisting with interviews,Big Brother Mentor,Brother Interviews,BUSIK Letters,Chapter Attendance,Committee/Cabinet Member,Domingos,Exec Member,Family Hangouts,Family Head,Forms,Missing/Late Forms,Hosting Family Initiation,Hosting Official Initiation,Initiation So-Bro,Perfect Attendance,Perfect Recruitment Attendance,Photocircle Upload (10),Posting on story,Professional Headshot,Recruitment Tabling,Rush Attendance,Rush Event Missed,Service Event Attendance,Sobro,Wellness Week Event(s),Zeta Chats,TOTAL
hakl9107,,,0,0,4,0,1,,0,0,,,,,,,,,0,,,,0,1,,0,0,,0,7
Hame3323,,,0,0,2,0,7,,0,0,,,,,,,,,0,,,,1,3,,0,0,,0,18
isra5398,,,1,0,1,0,5,,0,0,,,,,,,,,0,,,,0,3,,0,0,,1,16
jafi2551,,,1,0,0,0,8,,0,0,,,,,,,,,1,,,,0,4,,0,1,,1,29
jaha6280,,,1,1,2,0,7,,0,1,,,,,,,,,0,,,,1,3,,1,0,,1,33
jahi8176,0,,0,0,0,0,0,,0,0,,,,,,,,,0,,,,0,0,,0,0,,0,0
Jajo2257,,,0,0,9,0,6,,0,0,,,,,,,,,0,,,,0,2,,0,1,,0,24
jaka4679,,,0,0,0,0,4,,0,0,,,,,,,,,0,,,,0,0,,0,0,,0,4
japa8629,,,0,0,0,0,7,,0,0,,,,,,,,,0,,,,0,2,,0,0,,0,11
jasn7628,,,1,0,2,0,4,,0,0,,,,,,,,,0,,,,1,0,,0,0,,0,11
jasp8166,,,1,1,6,0,9,,0,1,,,,,,,,,1,,,,1,4,,2,0,,0,47
jato9141,,,0,0,3,0,9,,0,1,,,,,,,,,1,,,,0,4,,0,0,,1,31
jero8375,,,0,0,1,0,8,,0,0,,,,,,,,,0,,,,0,2,,0,0,,0,13
joec9785,,,1,1,10,1,8,,1,0,,,,,,,,,0,,,,0,2,,0,0,,1,32
joro6196,,,1,0,0,0,7,,0,0,,,,,,,,,0,,,,0,2,,0,0,,0,13
Joth8935,,,0,0,2,0,7,,0,0,,,,,,,,,0,,,,0,2,,0,1,,1,20
jotu4945,,,2,1,12,0,8,,0,1,,,,,,,,,1,,,,1,4,,0,1,,0,51
jube7724,,,2,1,7,1,6,,0,0,,,,,,,,,1,,,,0,4,,0,0,,0,33
jule2444,,,2,1,4,0,8,,0,0,,,,,,,,,0,,,,0,3,,0,0,,2,28
kala1289,,,0,1,4,1,7,,0,1,,,,,,,,,1,,,,0,4,,0,1,,1,39
Kana6957,,,1,1,11,1,9,,1,0,,,,,,,,,0,,,,1,3,,1,0,,0,41
Karo2421,,,0,0,0,0,3,,0,0,,,,,,,,,0,,,,0,0,,0,0,,0,3
kawe7205,0,,1,0,12,0,0,,3,0,,,,,,,,,0,,,,1,0,,0,0,,0,23
krgr7463,,,0,0,0,0,3,,0,0,,,,,,,,,0,,,,0,0,,0,0,,0,3
kyne9841,,,1,0,2,0,8,,0,1,,,,,,,,,1,,,,0,4,,1,0,,1,35
laba5854,,,1,1,12,1,6,,3,0,,,,,,,,,0,,,,0,3,,0,1,,1,43
laba8816,,,0,0,0,0,7,,0,0,,,,,,,,,0,,,,0,3,,0,0,,0,13
liar4009,,,0,0,0,0,5,,0,0,,,,,,,,,0,,,,1,2,,0,0,,0,12
Lime3402,,,0,0,0,0,7,,1,0,,,,,,,,,0,,,,1,3,,0,0,,1,20
Loge1316,,,1,0,4,1,6,,1,0,,,,,,,,,0,,,,0,3,,0,0,,0,22
lubo2989,,,0,0,2,1,4,,0,0,,,,,,,,,0,,,,0,3,,0,0,,1,16
mabi7864,,,1,0,2,0,7,,0,0,,,,,,,,,0,,,,1,3,,0,1,,0,25
macu5286,,,1,1,12,0,9,,2,1,,,,,,,,,1,,,,0,4,,0,1,,2,55
Mafo7813,,,0,0,0,0,5,,0,0,,,,,,,,,0,,,,0,2,,0,0,,0,9
mamc6927,,,1,1,6,0,7,,0,0,,,,,,,,,0,,,,1,3,,0,1,,0,31
Mami2246,,,0,0,8,0,8,,0,0,,,,,,,,,0,,,,0,3,,0,1,,2,31
mami9733,,,1,0,1,1,7,,0,0,,,,,,,,,0,,,,0,2,,0,1,,0,21
mapl6691,,,0,0,0,0,4,,0,0,,,,,,,,,0,,,,0,3,,0,0,,0,10
maru4609,,,0,0,1,0,5,,0,0,,,,,,,,,0,,,,0,1,,0,0,,0,8
mash8386,,,2,1,15,1,9,,2,0,,,,,,,,,1,,,,1,4,,2,1,,2,68
mawi6494,,,0,1,3,0,8,,1,0,,,,,,,,,0,,,,0,3,,1,1,,1,32
Mcmu7957,,,2,1,5,1,8,,0,0,,,,,,,,,0,,,,1,3,,2,1,,0,43
Mimy3138,,,0,0,2,0,7,,0,0,,,,,,,,,0,,,,0,2,,0,0,,1,15
Nabr9266,,,0,0,0,0,6,,0,1,,,,,,1,,,0,,,,1,3,,0,1,,0,29
nacu5479,,,0,0,5,0,7,,0,0,,,,,,,,,0,,,,0,2,,0,0,,1,18
nipa7920,,,1,0,5,0,4,,0,0,,,,,,,,,0,,,,0,3,,0,0,,1,19
nofa2324,,,1,0,10,1,7,,2,0,,,,,,,,,0,,,,0,3,,0,1,,0,36
noke7916,,,0,0,4,1,5,,0,0,,,,,,,,,0,,,,0,2,,0,0,,0,15
Pahe4273,,,0,0,2,1,6,,0,0,,,,,,,,,0,,,,0,2,,0,0,,2,18
Rakn7525,,,1,0,4,1,8,,0,0,,,,,,,,,1,,,,0,4,,0,0,,2,32
reja4419,,,2,1,11,1,8,,1,0,,,,,,,,,1,,,,1,4,,0,1,,2,53
rior4473,,,0,0,11,0,6,,1,0,,,,,,,,,0,,,,0,2,,0,0,,0,23
robe8922,,,0,0,3,0,6,,0,0,,,,,,,,,1,,,,0,4,,0,1,,0,26
roch5140,,,0,0,2,0,6,,0,0,,,,,,,,,0,,,,0,2,,0,0,,1,14
rowe9760,,,2,0,0,0,5,,0,0,,,,,,,,,0,,,,0,3,,0,0,,2,19
saco7124,,,0,0,2,0,5,,0,0,,,,,,,,,0,,,,0,2,,0,0,,1,13
Sage1500,,,0,0,4,0,5,,0,0,,,,,,,,,0,,,,0,3,,0,0,,0,15
sauy7779,,,0,0,0,0,3,,0,0,,,,,,,,,0,,,,1,3,,0,0,,0,12
scho3524,,,2,0,2,0,8,,0,0,,,,,,,,,0,,,,0,3,,0,0,,0,20
scna9922,,,1,1,6,0,9,,0,0,,,,,,,,,1,,,,0,4,,0,0,,1,33
Shhu1792,0,,0,0,6,0,0,,2,1,,,,,,,,,0,,,,0,0,,0,1,,0,20
sora7650,,,2,1,13,1,9,,3,0,,,,,,,,,1,,,,1,4,,0,1,,2,60
sori9688,,,1,0,6,1,5,,0,0,,,,,,,,,0,,,,0,3,,0,0,,0,21
Sowi6969,,,1,0,7,1,6,,0,0,,,,,,,,,0,,,,0,2,,1,1,,1,32
Spho6907,,,1,0,6,0,9,,0,1,,,,,,,,,0,,,,1,3,,1,0,,0,35
Spra6353,,,0,0,5,0,7,,0,0,,,,,,,,,0,,,,0,3,,1,0,,1,24
spri5957,,,0,0,5,0,7,,0,0,,,,,,,,,1,,,,0,4,,0,1,,0,29
trty7584,0,,0,0,5,0,0,,0,0,,,,,,,,,0,,,,0,0,,0,0,,0,5
vawo3907,,,0,0,0,0,6,,0,0,,,,,,,,,1,,,,0,4,,0,0,,0,18
widr7017,,,2,1,2,0,8,,0,0,,,,,,,,,0,,,,0,3,,0,1,,0,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
